company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
hillier-hopkins,https://www.linkedin.com/company/hillier-hopkins,Hillier Hopkins LLP,hillierhopkins.co.uk,http://www.hillierhopkins.co.uk,accountancy-practice-payroll,medium,enterprise-201plus,201-500,214,Accounting,PARTNERSHIP,1933,Watford,Herts,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll::United Kingdom
hendersonloggie,https://www.linkedin.com/company/hendersonloggie,Henderson Loggie,hlca.co.uk,https://hlca.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,212,Accounting,Public Company,1909,Dundee,Scotland,GB,chartered accountants; accountants; accountancy,payroll administrator,aiark-lookalike; jobs::payroll administrator; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::managed payroll::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
brightwater-recruitment,https://www.linkedin.com/company/brightwater-recruitment,Brightwater Recruitment,brightwater.ie,https://www.brightwater.ie,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,209,Staffing and Recruiting,Privately Held,1998,Dublin 2,Dublin,IE,outsourced payroll,payroll coordinator; payroll specialist; senior payroll,"aiark-lookalike; jobs::payroll coordinator,payroll specialist,senior payroll; pros-ind::Staffing and Recruiting::Ireland; pros-kw::outsourced payroll::Ireland; pros-kw::payroll::Ireland"
moore-ireland,https://www.linkedin.com/company/moore-ireland,Moore Ireland,mooreireland.ie,https://eepurl.com/g2nr2n,accountancy-practice-payroll,medium,enterprise-201plus,201-500,205,Accounting,Privately Held,1970,Dublin,-,IE,accountancy; accounting firm,payroll specialist,aiark-lookalike; jobs::payroll specialist; pros-ind::Accounting::Ireland; pros-kw::outsourced payroll::Ireland
sopher---co,https://www.linkedin.com/company/sopher---co,Sopher + Co,sopherco.com,http://www.sopherco.com,accountancy-practice-payroll,medium,enterprise-201plus,201-500,203,Accounting,PUBLIC_COMPANY,1975,London,-,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
wilson-partners-limited,https://www.linkedin.com/company/wilson-partners-limited,Wilson Partners,wilson-partners.co.uk,https://wilson-partners.co.uk,accountancy-practice-payroll,medium,enterprise-201plus,201-500,203,Accounting,Private,-,Maidenhead,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll::United Kingdom
eq-accountants,https://www.linkedin.com/company/eq-accountants,"EQ Accountants, part of the Sumer Group",eqaccountants.co.uk,https://www.eqaccountants.co.uk,accountancy-practice-payroll,medium,enterprise-201plus,201-500,202,Accounting,Privately Held,2004,Dundee,-,GB,accountants; accountancy,payroll assistant; senior payroll,"jobs::payroll assistant,senior payroll; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom"
lovewellblake,https://www.linkedin.com/company/lovewellblake,Lovewell Blake,lovewell-blake.co.uk,https://www.lovewell-blake.co.uk,accountancy-practice-payroll,medium,enterprise-201plus,201-500,201,Accounting,PARTNERSHIP,1858,East Anglia,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
smartpa,https://www.linkedin.com/company/smartpa,SmartPA,smart-pa.com,https://smart-pa.com,accountancy-practice-payroll,medium,enterprise-201plus,201-500,201,Administrative and Support Services,Private,-,-,-,GB,bookkeeping,-,pros-kw::bookkeeping::United Kingdom
annamoneyuk,https://www.linkedin.com/company/annamoneyuk,ANNA Money,anna.money,https://anna.money,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,194,Financial Services,Private,-,London,England,GB,bookkeeping,-,pros-ind::Financial Services::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
crowe-ireland,https://www.linkedin.com/company/crowe-ireland,Crowe Ireland,crowe.com,https://www.crowe.ie,accountancy-practice-payroll,high,enterprise-201plus,201-500,191,Accounting,Partnership,1941,Dublin,-,IE,payroll outsourcing; payroll services,-,aiark-lookalike; pros-ind::Accounting::Ireland; pros-ind::Accounting::United Kingdom; pros-kw::payroll outsourcing::Ireland; pros-kw::payroll::Ireland; unknown
sonstige-software,https://www.linkedin.com/company/sonstige-software,Sonstige Software,-,https://lb-software.de,accountancy-practice-payroll,high,boutique-mid-11-200,51-200,190,-,Private,-,-,-,GB,payroll processing,-,pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
kbs-corporate,https://www.linkedin.com/company/kbs-corporate,KBS Corporate,kbscorporate.com,https://kbscorporate.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,187,Business Consulting and Services,Private,-,Bolton,England,GB,accountancy,-,pros-ind::Business Consulting and Services::United Kingdom
dmfinancial,https://www.linkedin.com/company/dmfinancial,DM Financial,dmfinancial.com,https://dmfinancial.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,186,Financial Services,Private,-,Limerick,Co Limerick,IE,accountants; accounting services,-,pros-ind::Financial Services::Ireland; pros-kw::chartered accountants::Ireland; pros-kw::payroll::Ireland
wearegalloways,https://www.linkedin.com/company/wearegalloways,Galloways Accounting,wearegalloways.com,http://www.wearegalloways.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,186,Accounting,PRIVATELY_HELD,-,Brighton,-,GB,accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
lubbock-fine,https://www.linkedin.com/company/lubbock-fine,Lubbock Fine,lubbockfine.co.uk,http://www.lubbockfine.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,185,Accounting,PARTNERSHIP,1929,London,England,GB,bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
bartercard,https://www.linkedin.com/company/bartercard,Bartercard UK,-,https://bartercard.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,182,Financial Services,Public,-,Northallerton,England,GB,accountancy,-,pros-ind::Financial Services::United Kingdom
inflo-limited,https://www.linkedin.com/company/inflo-limited,Inflo,inflo.com,https://inflo.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,182,Accounting,Privately Held,2016,Houghton le Spring,Tyne & Wear,GB,accountants,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
wbg-accountancy,https://www.linkedin.com/company/wbg-accountancy,Wbg,wyliebisset.com,http://www.wbg.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,181,Accounting,PARTNERSHIP,-,Glasgow,-,GB,accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
mercia-group-ltd,https://www.linkedin.com/company/mercia-group-ltd,Mercia Group,mercia-group.com,https://mercia-group.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,179,Accounting,Private,-,Leicester,England,GB,accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom
scrutton-bland,https://www.linkedin.com/company/scrutton-bland,"Scrutton Bland, part of the Sumer Group",scruttonbland.co.uk,https://www.scruttonbland.co.uk,accountancy-practice-payroll,medium,enterprise-201plus,201-500,179,Accounting,Privately Held,1919,Ipswich,Suffolk,GB,accountancy; tax advisers,payroll administrator,aiark-lookalike; jobs::payroll administrator; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
rrl,https://www.linkedin.com/company/rrl,RRL Chartered Accountants and Chartered Tax Advisers,rrlcornwall.co.uk,https://linktr.ee/RRLCornwall,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,175,Accounting,PARTNERSHIP,-,Truro,-,GB,chartered accountants; accountants; accountancy; tax advisers,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom
pm-m-solutions-for-business-llp,https://www.linkedin.com/company/pm-m-solutions-for-business-llp,PM+M,pmm.co.uk,http://www.pmm.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,174,Accounting,PRIVATELY_HELD,1919,Blackburn,Lancashire,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
wbrgroup-ssas-tax,https://www.linkedin.com/company/wbrgroup-ssas-tax,WBR Group - SSAS | Tax  | Law | Actuarial,wbrgroup.co.uk,https://wbrgroup.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,170,Financial Services,PRIVATELY_HELD,2016,Meridian Business Park,England,GB,accountancy,-,aiark-lookalike; pros-ind::Financial Services::United Kingdom
ct-advisers,https://www.linkedin.com/company/ct-advisers,CT: Accountants Advisers,ct.me,http://www.ct.me,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,167,Accounting,PARTNERSHIP,1885,Edinburgh,-,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
dixon-wilson,https://www.linkedin.com/company/dixon-wilson,Dixon Wilson,dixonwilson.com,https://www.dixonwilson.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,167,Accounting,PARTNERSHIP,1888,London,-,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
hayes-solicitors,https://www.linkedin.com/company/hayes-solicitors,Hayes solicitors LLP,hayes-solicitors.ie,https://hayes-solicitors.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,166,Law Practice,PARTNERSHIP,1840,Dublin,-,IE,accountancy,-,aiark-lookalike
gcsd,https://www.linkedin.com/company/gcsd,GCSD,-,https://gcsd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,162,Accounting,Private,-,Stonehouse,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
wr-partners-uk,https://www.linkedin.com/company/wr-partners-uk,WR Partners UK,wrpartners.co.uk,https://wrpartners.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,162,Accounting,PARTNERSHIP,2014,Shrewsbury,Shropshire,GB,accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
accountants,https://www.linkedin.com/company/accountants,Accountants,mail.co.uk,https://accountrite.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,160,Accounting,Private,-,Leicester,England,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
burgess-hodgson,https://www.linkedin.com/company/burgess-hodgson,Burgess Hodgson,burgesshodgson.co.uk,http://www.burgesshodgson.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,159,Accounting,PRIVATELY_HELD,1938,Canterbury,Kent,GB,accountancy; bookkeeping; accountancy firm; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
perrys,https://www.linkedin.com/company/perrys,Perrys,perrysaccountants.co.uk,https://perrysaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,158,Accounting,PUBLIC_COMPANY,1983,Tunbridge Wells,England,GB,chartered accountants; accountants; accountancy; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
dns-accountants-uk,https://www.linkedin.com/company/dns-accountants-uk,dns accountants,dnsassociates.co.uk,http://www.dnsaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,157,Accounting,PARTNERSHIP,2005,Harrow,Middlesex,GB,accountants; accountancy; accounting services; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
milsted-langdon-llp,https://www.linkedin.com/company/milsted-langdon-llp,Milsted Langdon LLP,milstedlangdon.co.uk,https://www.milstedlangdon.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,156,Accounting,Partnership,1988,Bristol,Avon,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
oury-clark,https://www.linkedin.com/company/oury-clark,Oury Clark,ouryclark.com,http://www.ouryclark.com,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,155,Accounting,PARTNERSHIP,1935,London,-,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
simmons-gainsford,https://www.linkedin.com/company/simmons-gainsford,"Simmons Gainsford, part of the Sumer Group",sgllp.co.uk,http://www.sgllp.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,155,Accounting,PRIVATELY_HELD,1948,London,-,GB,chartered accountants; accountancy practice; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
martin-&-company-chartered-accountants,https://www.linkedin.com/company/martin-&-company-chartered-accountants,Martin & Company Chartered Accountants,-,https://martincompany.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,51-200,154,Accounting,Private,-,Bournemouth,England,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
