domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
dentcaredental.com,"Dentcare Midwest, Inc",https://www.linkedin.com/company/dentcare-midwest-inc,https://www.dentcaredental.com,1,1001-5000,1988,Privately Held,Medical Equipment Manufacturing,Chicago,Illinois,United States,"With state of the art manufacturing facilities spanning over sq. ft. DentCare is among the leading manufacturers of dental prostheses in the world. The comprehensive range of dental prostheses with unmatched quality and accuracy is made possible with a workforce of skilled technicians and specialist dentists. The raw materials utilized by DentCare are best in the industry and are sourced from Germany, USA etc. to ensure top notch quality. In 2022, DentCare Aligners received FDA 510 (k) and CDSCO",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
openfos.com,Insight Health Corp.,https://www.linkedin.com/company/insight-health-corp.,https://insighthealth.openfos.com,5,201-500,-,-,Medical Equipment Manufacturing,Lake Forest,California,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
opticsinc.com,Optics Inc,https://www.linkedin.com/company/optics-inc,https://www.opticsinc.com,56,201-500,-,-,Medical Equipment Manufacturing,Brunswick,Ohio,United States,"Online distributor of a wide variety of ophthalmic equipment, instruments, and supplies from all the major ophthalmic manufacturers at great prices with superior customer support and service.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
novatechscientific.com,Novatech Scientific,https://www.linkedin.com/company/novatech-scientific,https://www.novatechscientific.com,1,201-500,2018,Privately Held,Medical Equipment Manufacturing,Boca Raton,Florida,United States,Medical Device solutions for the Spine Surgery.,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
sbtmedical.co,Sahand Holding Group,https://www.linkedin.com/company/sahand-holding-group,https://www.sbtmedical.co,3,201-500,2009,Privately Held,Medical Equipment Manufacturing,-,-,United States,"Sahand Holding Group is a high-performance medical technology organization committed to strengthening Iran’s healthcare infrastructure through responsible manufacturing, evidence-based product development, and strategic collaboration with international OEMs. Headquartered in Iran and supported by multiple operating subsidiaries across manufacturing, regulatory, and distribution functions, Sahand Holding Group has positioned itself as one of the most capable and trusted medical device players in ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
trioclear.com,Trioclear Se,https://www.linkedin.com/company/trioclear-se,https://www.trioclear.com,-,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
busseinc.com,"Robert Busse & Co., Inc.",https://www.linkedin.com/company/robert-busse-&-co.-inc.,https://busseinc.com,6,201-500,1972,-,Medical Equipment Manufacturing,Hauppauge,New York,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
times-dental.cn,Shenzhen Times Dental Lab,https://www.linkedin.com/company/shenzhen-times-dental-lab,https://times-dental.cn,1,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,"Guard your smile, tooth, dentistry, Stomatolgy Department",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
ihealthlabs.com,Ihealth Uk,https://www.linkedin.com/company/ihealth-uk,https://ihealthlabs.com,-,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,"iHealth is dedicated to helping people lead healthier lives. Our goal is to make it as easy as possible for individuals of all ages to take a more active role in managing their health. We do this by designing and manufacturing innovative, consumer-friendly, mobile personal healthcare products that connect to the cloud. Our products are easy-to-use, making it simple for consumers to accurately measure, track and share a full range of health vitals. By automatically connecting the data through the",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
inspectcare.com,INSPECTCARE TECHNOLOGY LIMITED,https://www.linkedin.com/company/inspectcare,https://www.inspectcare.com,2,201-500,-,Self-Employed,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
alibaba.com,"Xinruntao Technology Co.,ltd",https://www.linkedin.com/company/covid19-facemask,https://dis-mask.en.alibaba.com,1,201-500,2014,Self-Owned,Medical Equipment Manufacturing,-,-,United States,"we are PPE, we serve to PPE.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
qstvapor.com,Qst Vapor,https://www.linkedin.com/company/qst-vapor,https://www.qstvapor.com,1,501-1000,-,Partnership,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
depuysynthes.com,Mitek Sports Medicine,https://www.linkedin.com/company/depuy-mitek,https://www.depuysynthes.com,252,201-500,-,Public Company,Medical Equipment Manufacturing,United States,-,United States,"At Mitek Sports Medicine, we are passionate about getting patients back to their passion. As a global leader in orthopaedic sports medicine, we develop minimally invasive devices and early intervention products used in the treatment of joint injuries related to sports and physical activity, as well as degenerative tissue conditions. Mitek Sports Medicine is part of the DePuy Synthes Companies of Johnson & Johnson, the largest provider of orthopaedic and neurological solutions in the world. For m",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
oodental.us,OO Dental USA,https://www.linkedin.com/company/oo-dental-usa,https://www.oodental.us,1,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
