company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
ChabezTech LLC,https://www.linkedin.com/company/chabeztech-llc,chabeztech.com,IT Services and IT Consulting,Privately Held,51-200,27,2015,Lemoyne,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NuWest Group,https://www.linkedin.com/company/nuwest-group,nuwestgroup.com,Staffing and Recruiting,Privately Held,201-500,361,1992,Bellevue,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Golden Hippo®,https://www.linkedin.com/company/golden-hippo,goldenhippo.com,Advertising Services,Privately Held,201-500,498,2011,Woodland Hills,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
EverTrue,https://www.linkedin.com/company/evertrue,evertrue.com,Fundraising,Privately Held,51-200,335,2010,Indianapolis,Indiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Enterprise Engineering Inc. (EEI),https://www.linkedin.com/company/enterprise-engineering-inc,joineei.com,IT Services and IT Consulting,Privately Held,51-200,96,1995,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pyxera Global,https://www.linkedin.com/company/pyxera-global,pyxeraglobal.org,Non-profit Organizations,Nonprofit,51-200,116,1990,Washington,District Of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Codleo Consulting,https://www.linkedin.com/company/codleo,codleo.com,IT Services and IT Consulting,Privately Held,51-200,128,2019,Lewes,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Hello Heart,https://www.linkedin.com/company/helloheart,helloheart.com,Wellness and Fitness Services,Privately Held,201-500,711,2013,Menlo Park,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Plenty®,https://www.linkedin.com/company/plenty-farms,plenty.ag,Food and Beverage Manufacturing,Privately Held,201-500,229,2013,South San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HFS Research,https://www.linkedin.com/company/hfs-research,hfsresearch.com,Research Services,Privately Held,51-200,175,2009,Woburn,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sky Solutions,https://www.linkedin.com/company/sky-solutions-us,skysolutions.com,IT Services and IT Consulting,Privately Held,51-200,236,2008,Vienna,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Virtual Labs,https://www.linkedin.com/company/virtual-labb,virtuallabsus.com,IT Services and IT Consulting,Privately Held,51-200,55,2014,Fayetteville,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SOSV,https://www.linkedin.com/company/sosv,sosv.com,Venture Capital and Private Equity Principals,Privately Held,51-200,318,-,Princeton,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Owlet Baby Care,https://www.linkedin.com/company/owlet-care-monitors,owletcare.com,"Health, Wellness and Fitness",Public Company,51-200,371,2012,Lehi,Utah,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bluebix Solutions,https://www.linkedin.com/company/blue-bixinc,bluebixinc.com,Staffing and Recruiting,Privately Held,51-200,153,2015,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
egnite Health,https://www.linkedin.com/company/egnite-health,egnitehealth.com,Hospitals and Health Care,Privately Held,51-200,55,2021,Aliso Viejo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Xybion Digital,https://www.linkedin.com/company/xybion-digital,xybion.com,Software Development,Privately Held,201-500,186,1977,Princeton,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Accela,https://www.linkedin.com/company/accela-inc-,accela.com,Software Development,Privately Held,201-500,564,1999,San Ramon,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Salaria Sales Solutions,https://www.linkedin.com/company/salaria-sales,salariasales.com,Marketing Services,Privately Held,51-200,192,2019,Washington D.C.,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Twill by Dario,https://www.linkedin.com/company/twill-health,twill.health,Mental Health Care,Privately Held,51-200,77,2012,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
WebKorps,https://www.linkedin.com/company/webkorps,webkorps.com,IT Services and IT Consulting,Privately Held,201-500,272,2016,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cloud for Good,https://www.linkedin.com/company/cloud-for-good,cloud4good.com,IT Services and IT Consulting,Privately Held,201-500,370,2010,Asheville,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Navina,https://www.linkedin.com/company/navina-ai,navina.ai,Hospitals and Health Care,Privately Held,51-200,303,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PromptCloud,https://www.linkedin.com/company/promptcloud,promptcloud.com,IT Services and IT Consulting,Privately Held,51-200,95,2009,Lewes,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BlueCloud,https://www.linkedin.com/company/bluecloudservices,blue.cloud,Information Technology and Services,Privately Held,201-500,341,2004,Tampa,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Codiant - A YASH Technologies Company,https://www.linkedin.com/company/codiant-a-yash-technologies-company,codiant.com,IT Services and IT Consulting,Privately Held,201-500,249,2010,East Moline,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ProHance,https://www.linkedin.com/company/prohance,prohance.ai,Software Development,Privately Held,51-200,211,2010,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Fusion Life Sciences Technologies LLC,https://www.linkedin.com/company/fusion-life-sciences-technologies-llc,fusionlifesolutions.com,Staffing and Recruiting,Privately Held,201-500,140,2004,Alpharetta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Inito,https://www.linkedin.com/company/initoinc,inito.com,Wellness and Fitness Services,Privately Held,51-200,233,2015,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
STAT,https://www.linkedin.com/company/stat-news,statnews.com,Internet News,Privately Held,51-200,358,-,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Totango,https://www.linkedin.com/company/totango,totango.com,Software Development,Privately Held,51-200,157,2010,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Empatica,https://www.linkedin.com/company/empatica,empatica.com,Biotechnology Research,Privately Held,51-200,127,2011,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Biofourmis,https://www.linkedin.com/company/biofourmis,biofourmis.com,Hospitals and Health Care,Privately Held,201-500,127,2015,Needham,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cloudstrats,https://www.linkedin.com/company/cloudstrats,cloudstrats.com,IT Services and IT Consulting,Privately Held,51-200,152,2013,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vitality Group Inc.,https://www.linkedin.com/company/the-vitality-group-inc-,vitalitygroup.com,Hospitals and Health Care,Privately Held,201-500,556,-,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Jade Business Services (JBS),https://www.linkedin.com/company/jade-business-services,jade-biz.com,IT Services and IT Consulting,Privately Held,51-200,113,2018,Frisco,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Loka,https://www.linkedin.com/company/loka,loka.com,Software Development,Privately Held,201-500,459,2004,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Qventus, Inc",https://www.linkedin.com/company/qventus-inc,qventus.com,Hospitals and Health Care,Privately Held,51-200,268,2012,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cardiovascular Research Foundation,https://www.linkedin.com/company/cardiovascular-research-foundation,crf.org,Research Services,Nonprofit,51-200,259,1991,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IT Avalon,https://www.linkedin.com/company/it-avalon,itavalon.com,IT Services and IT Consulting,Privately Held,51-200,51,2012,San Francisco Bay Area,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Fetch Pet Insurance,https://www.linkedin.com/company/fetch-pet-insurance,fetchpet.com,Insurance,Privately Held,201-500,399,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Factspan,https://www.linkedin.com/company/factspan,factspan.com,Business Consulting and Services,Privately Held,201-500,333,2012,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Altysys,https://www.linkedin.com/company/altysys,altysys.com,IT Services and IT Consulting,Privately Held,51-200,70,2022,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Twin Health,https://www.linkedin.com/company/twinhealth,twinhealth.com,Hospitals and Health Care,Privately Held,201-500,770,2018,Menlo Park,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nabla,https://www.linkedin.com/company/nablahq,nabla.com,Hospitals and Health Care,Partnership,51-200,198,2018,-,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Alphabridge,https://www.linkedin.com/company/alphabridge-consulting,thealphabridge.com,Technology; Information and Internet,Partnership,201-500,319,2024,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Acentura Inc,https://www.linkedin.com/company/acentura,acentura.com,Information Technology and Services,Privately Held,201-500,260,2014,-,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sesheng Company,https://www.linkedin.com/company/sesheng,seshng.com,Business Consulting and Services,Privately Held,51-200,7,-,Fairfax,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ambience Healthcare,https://www.linkedin.com/company/ambiencehealthcare,ambiencehealthcare.com,Hospitals and Health Care,Privately Held,201-500,261,2020,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iQuasar LLC,https://www.linkedin.com/company/iquasar-llc,iquasar.com,Information Technology and Services,Privately Held,201-500,239,2004,Sterling,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BizAcuity,https://www.linkedin.com/company/bizacuity-solutions-pvt-ltd-,bizacuity.com,IT Services and IT Consulting,Privately Held,201-500,222,2011,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HST Pathways,https://www.linkedin.com/company/hstpathways,hstpathways.com,Software Development,Privately Held,201-500,285,2005,Nashville,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Doceree,https://www.linkedin.com/company/doceree,doceree.com,Advertising Services,Privately Held,201-500,250,2020,Short Hills,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Skyflow,https://www.linkedin.com/company/skyflow,skyflow.com,Data Security Software Products,Privately Held,51-200,153,2019,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Iterative Health,https://www.linkedin.com/company/iterative-health,iterative.health,Pharmaceutical Manufacturing,Privately Held,51-200,217,2017,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Infidigit,https://www.linkedin.com/company/infidigit,bit.ly,Marketing Services,Privately Held,51-200,149,2017,Irving,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Beam Benefits,https://www.linkedin.com/company/beambenefits,beambenefits.com,Insurance,Privately Held,201-500,232,2012,Columbus,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
André,https://www.linkedin.com/company/andreglobal,andreglobal.com,IT Services and IT Consulting,Privately Held,51-200,57,2002,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Central Business Solutions Inc.,https://www.linkedin.com/company/central-business-solutions,cbsinfosys.com,IT Services and IT Consulting,Privately Held,201-500,81,2000,Newark,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bitsol,https://www.linkedin.com/company/bitsol,bitsol.tech,IT Services and IT Consulting,Privately Held,51-200,81,2015,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Medical Home Network,https://www.linkedin.com/company/medical-home-network,medicalhomenetwork.org,Hospitals and Health Care,Privately Held,51-200,150,2009,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CareYaya Health Technologies,https://www.linkedin.com/company/careyaya,careyaya.org,Hospitals and Health Care,Privately Held,51-200,404,2021,Research Triangle Park,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TAPsDIGITal,https://www.linkedin.com/company/tapsdigital,tapsdigital.com,IT Services and IT Consulting,Privately Held,51-200,44,2016,Kansas,Kansas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rigel Networks,https://www.linkedin.com/company/rigelnetworks,rigelnetworks.com,IT Services and IT Consulting,Privately Held,201-500,217,2004,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Focaloid Technologies,https://www.linkedin.com/company/focaloid,focaloid.com,IT Services and IT Consulting,Privately Held,201-500,157,2013,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ObvioHealth,https://www.linkedin.com/company/obviohealth,obviohealth.com,Research Services,Privately Held,51-200,69,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
exacare ai,https://www.linkedin.com/company/exa-care,exacare.com,Software Development,Privately Held,51-200,86,-,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bodybuilding.com,https://www.linkedin.com/company/bodybuilding-com,bodybuilding.com,Wellness and Fitness Services,Privately Held,201-500,709,1999,Boise,Idaho,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nerdery,https://www.linkedin.com/company/nerdery,nerdery.com,IT Services and IT Consulting,Privately Held,51-200,174,2003,Edina,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Digital Infuzion,https://www.linkedin.com/company/digital-infuzion,digitalinfuzion.com,Software Development,Privately Held,51-200,179,1999,Rockville,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
